,name,difficulty_code,district,difficulty,description,polyline
5994,31ST AVE S,d,Current,#FF0000,In street minor separation,"[(47.58798380811093, -122.29253767994463), (47.58780013705633, -122.29253270787098), (47.587762693840055, -122.29253253713438), (47.58776110369951, -122.29253299267222), (47.58775789555647, -122.29253399634867), (47.58775469970767, -122.29253508130027), (47.58775151684151, -122.29253624858409), (47.5877483483748, -122.2925374972021), (47.58774519430735, -122.29253882715437), (47.58774205675773, -122.29254023746273), (47.58773893644086, -122.29254172710945), (47.58773583404513, -122.29254329715157), (47.58773275029884, -122.29254494553426), (47.5877296858903, -122.29254667331453), (47.58772664293806, -122.29254847951394), (47.58772362145531, -122.29255036309542), (47.587720622143856, -122.29255232407857), (47.587717646433475, -122.2925543604283), (47.5877146950128, -122.29255647320161), (47.5877117685966, -122.29255866138077), (47.5877088686018, -122.29256092396808), (47.58770599572997, -122.29256326098307), (47.58770315000768, -122.29256567035138), (47.58770033354006, -122.29256815213202), (47.58769754632717, -122.29257070632498), (47.5876947890972, -122.29257333087554), (47.58769206395537, -122.29257602584275), (47.587689369498065, -122.29257879118707), (47.58768670857219, -122.29258162387575), (47.58768408117772, -122.29258452390872), (47.58768148016445, -122.29258750146124), (47.587271290451156, -122.29307792087455), (47.587268368790376, -122.29308012055269), (47.5872654389755, -122.2930822992506), (47.587262502423265, -122.29308445597052), (47.587259558431676, -122.29308659069261), (47.58725660698777, -122.29308870445429), (47.58725364811801, -122.29309079518117), (47.587250682510806, -122.29309286392993), (47.58724771015281, -122.2930949117379), (47.58724473036904, -122.29309693651108), (47.58724174454951, -122.29309893932584), (47.58723875130415, -122.29310091910573), (47.58723575130802, -122.29310287794495), (47.5872327445878, -122.29310481376886), (47.587229731831826, -122.2931067276345), (47.58722671235172, -122.29310861848494), (47.58722368613412, -122.29311048735737), (47.58722065389417, -122.29311233323436), (47.58721761561852, -122.29311415715308), (47.58721457130708, -122.29311595911342), (47.58721152028479, -122.29311773702142), (47.58720846392853, -122.29311949299093), (47.58720540154984, -122.29312122596482), (47.587202332447035, -122.29312293592363), (47.58719925871184, -122.29312462396342), (47.587196178265835, -122.29312628795105), (47.58719309318758, -122.29312793001968), (47.587190002086814, -122.29312954909277), (47.58718690566546, -122.29313114519015), (47.587183803234865, -122.29313271725485), (47.58718069617198, -122.29313426740076), (47.58717758380168, -122.2931357935336), (47.587174466097444, -122.29313729772795), (47.58717134308569, -122.29313877790922), (47.587168215454994, -122.29314023513459), (47.587165083218586, -122.29314166836652), (47.58716194564809, -122.29314307966003), (47.58715880347191, -122.29314446696023), (47.58715565669004, -122.29314583026718), (47.58715250528921, -122.29314717061806), (47.58714934926932, -122.29314848801285), (47.58714618864374, -122.29314978141436), (47.587143024100854, -122.29315105187965), (47.587139854952184, -122.29315229835164), (47.58713668119795, -122.2931535208303), (47.587133504228014, -122.29315472039238), (47.587130322639084, -122.29315589699841), (47.58712713645773, -122.2931570485741), (47.58712394776252, -122.29315817725266), (47.58712075516322, -122.29315928195786), (47.58711755866008, -122.29316036268939), (47.58711435753781, -122.29316142046494), (47.58711115391502, -122.29316245430637), (47.5871079464014, -122.29316346313705), (47.587104735672256, -122.29316444905106), (47.58710152174088, -122.29316541101133), (47.58709830389211, -122.29316635003516), (47.58709508355605, -122.29316726408783), (47.58709186001769, -122.2931681541865), (47.58708863327714, -122.29316902033149), (47.58708540333417, -122.2931698625226), (47.58708217159232, -122.29317068079932), (47.58707893663489, -122.29317147615939), (47.58707569919018, -122.29317224654812), (47.58707245855643, -122.293172991946), (47.58706921611052, -122.29317371446645), (47.58706597047561, -122.29317441199606), (47.587062723041804, -122.29317508561118), (47.58705947309406, -122.29317573632952), (47.58705622207579, -122.29317636107862), (47.58705296714016, -122.29317696289147), (47.58704971110734, -122.29317754080965), (47.58704645328897, -122.29317809377623), (47.58704319367166, -122.2931786228284), (47.58703993226883, -122.29317912692895), (47.58703666906698, -122.29317960711522), (47.58703340405299, -122.29318006442418), (47.58703013796846, -122.29318049576418), (47.587026869383294, -122.29318090317001), (47.58702360110434, -122.2931812867206), (47.58702033033803, -122.29318164529992), (47.58701705916299, -122.29318198104141), (47.58701378621563, -122.29318229079418), (47.58701051285944, -122.29318257770912), (47.58700723841933, -122.29318283969228), (47.58700396289538, -122.29318307674357), (47.587000686274266, -122.2931832899002), (47.586997409959274, -122.29318347920147), (47.586994131858745, -122.29318364355126), (47.58699085406437, -122.29318378404572), (47.586987575887875, -122.29318389962808), (47.58698429731578, -122.29318399133548), (47.58698101765984, -122.293184058111), (47.58697773901178, -122.29318410105098), (47.586974459279794, -122.29318411905912), (47.586971179854075, -122.29318411321202), (47.5869679007345, -122.29318408350979), (47.586964621232724, -122.29318402889524), (47.58696134275222, -122.29318394940798), (47.58695806387608, -122.2931838460459), (47.58695478670963, -122.2931837188678), (47.586951507757554, -122.29318356673832), (47.586948230528336, -122.2931833897558), (47.586944954307036, -122.29318318893772), (47.58694167839193, -122.29318296426435), (47.586938403498024, -122.29318271471831), (47.58693512891032, -122.29318244131704), (47.58693185604551, -122.29318214306274), (47.58692858420189, -122.29318181993571), (47.58692531263777, -122.2931814750279), (47.586922043525, -122.29318110321236), (47.58691877471828, -122.29318070754165), (47.58691550762119, -122.29318028805505), (47.58691224224701, -122.29317984371538), (47.586908977867346, -122.2931793765775), (47.586905715925646, -122.29317888356911), (47.586902454978436, -122.29317836776242), (47.58689919575419, -122.29317782710268), (47.58689593895453, -122.2931772616096), (47.58689268386438, -122.2931766723008), (47.58688943118551, -122.29317605919591), (47.58688618021628, -122.29317542227513), (47.586882931671596, -122.29317476052111), (47.586879684836504, -122.29317407495131), (47.58687644112763, -122.2931733645679), (47.58687319911506, -122.29317263140582), (47.58686996022883, -122.29317187343035), (47.58686962714038, -122.2931717924983)]"
5996,MAGNOLIA BLVD W,d,Current,#FF0000,In street minor separation,"[(47.63590662402632, -122.39943398540194), (47.63579984947434, -122.39955026174772), (47.63567732709411, -122.3996839203144), (47.635508595910196, -122.39980244948471), (47.63405686514751, -122.40024399313015), (47.6340567320022, -122.4002440275443), (47.634026072277074, -122.40025213175498), (47.63399585790053, -122.40026408983881), (47.63396643101284, -122.40027977916613), (47.633938004474416, -122.40029908567591), (47.633910783053885, -122.40032187117794), (47.63388495565249, -122.40034797727328), (47.633860711600285, -122.4003772144213), (47.63383822225491, -122.40040937280952)]"
6000,NW 65TH ST,d,Current,#FF0000,Sharrows,"[(47.675967836724915, -122.38473896192585), (47.67596444764881, -122.38523989434124), (47.6759636756022, -122.38535387342856)]"
6004,QUEEN ANNE AVE N,d,Current,#FF0000,In street minor separation,"[(47.63474278119428, -122.35696980474687), (47.63595590809362, -122.35695542239462)]"
6006,SWIFT AVE S,i,Current,#FFFF00,In street major separation,"[(47.54698097811181, -122.30793669980498), (47.5469770435759, -122.30792956642382), (47.546536611716725, -122.30732470355852), (47.54573946143134, -122.30642626185399)]"
6008,11TH AVE NE,i,Current,#FFFF00,In street major separation,"[(47.663111777533736, -122.31635854858004), (47.66492767428329, -122.31633451963499)]"
6009,LAKE WASHINGTON BLVD E,d,Current,#FF0000,In street minor separation,"[(47.64110465521979, -122.29787402144927), (47.641138531042884, -122.29821511567269), (47.641171586003765, -122.29836075962801), (47.64120375926236, -122.29843919022963), (47.64127022221307, -122.29852801687497)]"
6010,38TH AVE S,d,Current,#FF0000,Sharrows,"[(47.5715873002375, -122.28500361871568), (47.570680847056295, -122.2850211540577)]"
6011,GOLDEN GARDENS DR NW,d,Current,#FF0000,Sharrows,"[(47.69408452932486, -122.40071075398728), (47.694077437937544, -122.4007585389852), (47.69405939761231, -122.4008191617352), (47.694030826090916, -122.40089475894996), (47.69399876026839, -122.40095927218749), (47.69395947331966, -122.40101087240706), (47.693911398300756, -122.40106477961925), (47.6938583090635, -122.40110746445181), (47.693790244906886, -122.40112197311907), (47.693738505045836, -122.40113060611972), (47.69368177959587, -122.40112634585586), (47.69361656097371, -122.40111418320977), (47.69343845426634, -122.40105273855636), (47.69332363303456, -122.4010163105694), (47.692745153564296, -122.40088377200354), (47.69265656430705, -122.4008493133101), (47.692414480606125, -122.40071134453865), (47.692172684492505, -122.4005084499478), (47.69186637768521, -122.40021369149628), (47.691704914012156, -122.40010191159782), (47.691534674083634, -122.40002405121602), (47.69055893976004, -122.39967824856886)]"
6016,35TH AVE NE,i,Current,#FFFF00,In street major separation,"[(47.69564494259574, -122.29057659713303), (47.69599216769723, -122.2905679049244)]"
6018,4TH AVE,i,Current,#FFFF00,In street major separation,"[(47.60922110907104, -122.33577524748965), (47.61021404262394, -122.33668342957947)]"
6019,CALIFORNIA AVE SW,d,Current,#FF0000,Sharrows,"[(47.53029682753572, -122.3873742932977), (47.53003529493732, -122.38737722475057), (47.52928738941754, -122.38738561855082)]"
6020,S COLUMBIAN WAY,i,Current,#FFFF00,In street major separation,"[(47.56200430370143, -122.31106983232905), (47.56182382136086, -122.31079057865297), (47.56165254240495, -122.31049894932286)]"
6025,MAGNOLIA BLVD W,d,Current,#FF0000,In street minor separation,"[(47.63481236073023, -122.403801858244), (47.6348949590676, -122.40397307528269), (47.63498679077431, -122.4041336638996), (47.63508723768276, -122.40428253990018), (47.63519561393696, -122.40441869179394), (47.635311193069754, -122.4045412023831), (47.635433182927315, -122.40464923450465), (47.635891008582064, -122.40502005659224)]"
6027,CORLISS AVE N,d,Current,#FF0000,Sharrows,"[(47.71821493231757, -122.3300434889557), (47.719518702629735, -122.32897232286933), (47.719524238169896, -122.32896777741696)]"
6035,BOSTON ST,d,Current,#FF0000,Sharrows,"[(47.63825931117158, -122.35072025397204), (47.638257631688866, -122.34950371036474)]"
6037,CALIFORNIA AVE SW,d,Current,#FF0000,Sharrows,"[(47.57019136450985, -122.38676709802715), (47.56928052097864, -122.38676827741386)]"
6041,SW THISTLE ST,d,Current,#FF0000,In street minor separation,"[(47.52834918302476, -122.37932714812185), (47.52841149041174, -122.38201946378013)]"
6044,E YESLER WAY,d,Current,#FF0000,In street minor separation,"[(47.60167832987498, -122.30895948870923), (47.60167608887121, -122.30765672022065)]"
6047,11TH AVE NE,i,Current,#FFFF00,In street major separation,"[(47.661291961259494, -122.31657893550411), (47.66196065677362, -122.31656165067524), (47.66200723683733, -122.31655954669277), (47.66205101351952, -122.31655543213809), (47.662097388267995, -122.3165489883524), (47.66214635985947, -122.31653960847957), (47.66216805037994, -122.31653479202166), (47.662189690797426, -122.3165295107069), (47.66223817788651, -122.31651599188005), (47.66224145637822, -122.31651493829376), (47.66224413377224, -122.3165140639402), (47.66224681181385, -122.3165131937612), (47.66224948982843, -122.31651232565962), (47.66225216782942, -122.31651145859654), (47.6622548465186, -122.31651059259198), (47.66225752451971, -122.3165097255288), (47.66226020184602, -122.3165088563681), (47.66226288057573, -122.3165079872473), (47.662265557969725, -122.31650711289298), (47.66226823400082, -122.31650623538248), (47.66227091011316, -122.31650535163989), (47.6622735849032, -122.31650446162496), (47.662276258371115, -122.31650356533788), (47.66227893054371, -122.31650266070112), (47.66228160143471, -122.31650174667615), (47.662284271024, -122.31650104042753), (47.6622869392976, -122.31650011178077), (47.662289607584675, -122.31649918209516), (47.66229227589881, -122.31649825033219), (47.66229494353836, -122.31649731647173), (47.662297611191256, -122.31649638157248), (47.66230027887129, -122.31649544459573), (47.66230294586323, -122.31649450656023), (47.66230561286855, -122.31649356748586), (47.66230827990096, -122.31649262633417), (47.662310946231756, -122.31649168516228), (47.662313613291175, -122.3164907419329), (47.66231627896078, -122.31648979762483), (47.66231894533203, -122.3164888533366), (47.662321611730434, -122.31648790697086), (47.66232427742698, -122.3164869605851), (47.66232694313719, -122.31648601316047), (47.662329608847244, -122.3164850657358), (47.662332274570936, -122.31648411727241), (47.6623349396064, -122.31648316775015), (47.66233760604523, -122.31648221826784), (47.66234027037905, -122.31648126872535), (47.66234293612969, -122.31648031818413), (47.66234560117862, -122.31647936762278), (47.662348266214074, -122.31647841810003), (47.662350931276514, -122.31647746649988), (47.662353597027206, -122.31647651595827), (47.662356262076166, -122.3164755653966), (47.66235892712506, -122.31647461483476), (47.66236159356381, -122.31647366535158), (47.66236425791109, -122.31647271476953), (47.66236692364809, -122.31647176526613), (47.66236958866994, -122.3164708167812), (47.662372254393524, -122.31646986831637), (47.66237492010346, -122.31646892088999), (47.66237758582698, -122.31646797242495), (47.66238025152341, -122.31646702603712), (47.66238291790807, -122.31646608070787), (47.66238558427909, -122.3164651364172), (47.66238825065027, -122.31646419212647), (47.66239091699423, -122.31646324991293), (47.6623935833382, -122.31646230769948), (47.66239625035695, -122.31646136758314), (47.66239891736199, -122.31646042850542), (47.66240158435362, -122.31645949046639), (47.66240425203322, -122.31645855348592), (47.66240691968593, -122.31645761858263), (47.662409588026755, -122.31645668473801), (47.66241225562525, -122.31645575398942), (47.6624149246137, -122.31645482431927), (47.662417609983734, -122.31645344519913), (47.66242027893146, -122.31645251864495), (47.66242294855396, -122.31645159418805), (47.66242561883743, -122.316450672867), (47.6624282890939, -122.31644975362346), (47.66243096002506, -122.31644883647711), (47.662433630902036, -122.3164479234853), (47.662436302453756, -122.31644701259084), (47.66243897535464, -122.31644610589119), (47.662441648215, -122.31644520230739), (47.66244432102119, -122.31644430287828), (47.66244699517674, -122.31644340764376), (47.662449669993336, -122.31644251554532), (47.662452345444024, -122.31644162866031), (47.66245502152877, -122.31644074698848), (47.66245769755943, -122.31643986947142), (47.662460374925764, -122.31643899718766), (47.662463053641424, -122.31643812909873), (47.66246573226249, -122.31643726828041), (47.66246841153105, -122.31643641163673), (47.662471092121734, -122.31643556126508), (47.66247375748696, -122.31643485592899), (47.66247643934594, -122.31643401598424), (47.66247912183887, -122.31643318125265), (47.66248180566754, -122.31643235175457), (47.6624844901439, -122.31643152643117), (47.66248717456611, -122.3164307052624), (47.66248986031047, -122.31642989036567), (47.66249254671604, -122.31642907860491), (47.66249523375562, -122.31642827205756), (47.66249792142928, -122.31642747072367), (47.66250060975053, -122.31642667356438), (47.66250329870588, -122.31642588161841), (47.66250598830883, -122.31642509384713), (47.662508678545755, -122.3164243112893), (47.66251136941676, -122.3164235339447), (47.66251406093531, -122.31642276077494), (47.66251675310161, -122.31642199177982), (47.662519445200125, -122.31642122797798), (47.6625221386344, -122.31642046940958), (47.662524832014576, -122.31641971499596), (47.66252752602893, -122.31641896579559), (47.66253020517723, -122.31641806446636), (47.66253290047313, -122.31641732465411), (47.662535596403124, -122.31641659005523), (47.66253829298065, -122.31641585963091), (47.66254099020581, -122.31641513338137), (47.66254368806503, -122.31641441234532), (47.66254638726009, -122.31641369654255), (47.6625490864009, -122.31641298489441), (47.662551786175854, -122.31641227845968), (47.662554486598374, -122.31641157619973), (47.662557186953244, -122.31641087913313), (47.66255988934557, -122.31641018731992), (47.66256259098216, -122.31640949964135), (47.662565292564636, -122.31640881611747), (47.66256799618457, -122.31640813784702), (47.66257070043848, -122.31640746478992), (47.662573404624766, -122.31640679692623), (47.66257610875701, -122.31640613321719), (47.662578814252036, -122.31640547266414), (47.662581519652534, -122.3164048193819), (47.662584225700336, -122.31640417027445), (47.66258694731284, -122.31640378137931), (47.66258965394078, -122.3164031416399), (47.66259236191794, -122.31640250609507), (47.6625950698276, -122.31640187574376), (47.66259777907285, -122.31640125062587), (47.66260048895226, -122.31640063072133), (47.662603198089386, -122.31640001391267), (47.66260590856231, -122.31639940233755), (47.662608618967546, -122.31639879595585), (47.66261133072204, -122.3163981937687), (47.66261404239536, -122.31639759781368), (47.662616754729854, -122.31639700499477), (47.66261946769841, -122.3163964173893), (47.662622180599364, -122.31639583497711), (47.66262489484967, -122.3163952567597), (47.66262760903219, -122.31639468373567), (47.662630323147134, -122.31639411590497), (47.66263303861137, -122.316393552269), (47.66263575400804, -122.3163929938265), (47.66263846935056, -122.31639243953862), (47.66264118532709, -122.31639189046412), (47.66264390556326, -122.31639149945052), (47.6626466228215, -122.31639095976428), (47.66264934001208, -122.31639042527135), (47.66265205855203, -122.31638989497307), (47.66265477702428, -122.31638936986835), (47.66265749542903, -122.31638884995687), (47.662660215182896, -122.31638833424029), (47.662662934869246, -122.31638782371701), (47.662665655203206, -122.31638731736851), (47.66266837615757, -122.31638681727196), (47.662671097773135, -122.31638632031164), (47.662673818619375, -122.31638582852457), (47.66267654009963, -122.31638534195096), (47.66267926292929, -122.31638485957212), (47.662681984989526, -122.31638438236656), (47.66268470838562, -122.31638391039452), (47.66268743172754, -122.31638344257719), (47.66269015500183, -122.31638297995325), (47.662692878923835, -122.31638252150407), (47.662695603479754, -122.31638206826824), (47.66269832796817, -122.31638162022588), (47.66270103850224, -122.31638121958277), (47.662703763570626, -122.31638078090852), (47.662706489272935, -122.3163803474478), (47.662709215622996, -122.31637991816167), (47.66271194190528, -122.31637949406903), (47.6627146688217, -122.31637907518974), (47.66271739639925, -122.31637865944651), (47.66272012389563, -122.31637824993544), (47.66272285203968, -122.31637784459905), (47.6627255801161, -122.31637744445608), (47.66272830883995, -122.31637704848787), (47.66273103749632, -122.31637665771305), (47.66273376678679, -122.31637627215166), (47.66273649672473, -122.31637589076499), (47.66273922659511, -122.3163755145718), (47.66274195641137, -122.31637514253329), (47.66274468684831, -122.31637477674694), (47.662747417244546, -122.31637441407663), (47.662750148261225, -122.31637405765838), (47.662752879223966, -122.31637370539488), (47.66275561080721, -122.31637335938358), (47.66275834608976, -122.3163729448987), (47.66276107828002, -122.3163726061781), (47.66276381107727, -122.31637227474837), (47.66276654243061, -122.31637194639463), (47.66276927511976, -122.31637162327426), (47.66277200845645, -122.31637130432873), (47.66277474172556, -122.31637099057667), (47.662777475628566, -122.31637068203797), (47.6627802087624, -122.31637037867279), (47.66278294396073, -122.31637007848364), (47.66278567837618, -122.3163697845066), (47.66278841273754, -122.31636949468421), (47.66279114773301, -122.31636921007542), (47.66279388406422, -122.31636893069991), (47.66279661823625, -122.31636865541921), (47.6627993537441, -122.31636838537204), (47.66280208989949, -122.31636811949946), (47.66280482528563, -122.3163678588004), (47.66280756130578, -122.3163676033148), (47.66281029797347, -122.31636735200395), (47.6628130338719, -122.31636710586648), (47.66281577040443, -122.31636686494254), (47.662818521961036, -122.31636644053026), (47.662821258371835, -122.31636620895438), (47.662823996131884, -122.3163659815734), (47.66282673310923, -122.31636576040455), (47.66282947074757, -122.31636554237163), (47.662832208304714, -122.31636533057087), (47.66283494650954, -122.316365122945), (47.662837684646675, -122.31636492051254), (47.66284042272978, -122.31636472223474), (47.66284316214866, -122.31636452919041), (47.66284590079817, -122.31636434131964), (47.66284863939368, -122.31636415760356), (47.662851378623145, -122.3163639791009), (47.66285411779856, -122.316363804753), (47.66285685689279, -122.31636363663732), (47.6628595966482, -122.31636347165768), (47.66286233562076, -122.31636331289016), (47.66286507524087, -122.31636315829735), (47.662867814793366, -122.31636300889794), (47.66287055429183, -122.31636286365358), (47.662873294424344, -122.31636272362246), (47.662876034765524, -122.3163628371327), (47.66287877474916, -122.31636270852725), (47.66288151535356, -122.31636258617401), (47.66288425520199, -122.31636246795541), (47.66288699567097, -122.31636235598904), (47.6628897360724, -122.3163622492161), (47.66289247710797, -122.31636214765668), (47.66289521738761, -122.31636205023199), (47.66289795830135, -122.31636195802079), (47.662900699849224, -122.31636187102308), (47.66290344065479, -122.31636178712132), (47.66290618139272, -122.3163617084131), (47.66290892279189, -122.31636163284104), (47.66291166415034, -122.31636156038498), (47.66291440544128, -122.31636149312241), (47.66291714669154, -122.31636142897588), (47.66291988791478, -122.31636136690676), (47.662922629083994, -122.31636130899233), (47.66292537021259, -122.316361254194), (47.662928112015805, -122.31636120149324), (47.66293085307686, -122.31636115188834), (47.662933570991335, -122.31636077743009), (47.66293631272703, -122.31636072992265), (47.66293905374742, -122.31636068343386), (47.66294179476778, -122.31636063694509), (47.66294453715098, -122.31636059361243), (47.66294727746971, -122.31636054710371), (47.6629500191512, -122.31636050375101), (47.66295276013106, -122.3163604603783), (47.66295550181264, -122.31636041702566), (47.66295824276542, -122.31636037573026), (47.662960984433376, -122.31636033341631), (47.66296372608789, -122.31636029214096), (47.66296646702717, -122.31636025188432), (47.662969207952884, -122.31636021266642), (47.662971949593825, -122.31636017242981), (47.66297469050604, -122.31636013425052), (47.66297743213348, -122.31636009505259), (47.662980173747336, -122.31636005689336), (47.66298291464606, -122.31636001975262), (47.662985656246455, -122.31635998263222), (47.662988397846796, -122.31635994551156), (47.66299113873198, -122.31635990940977), (47.66299388031879, -122.3163598733278), (47.66299662190566, -122.31635983724588), (47.66299936277732, -122.31635980218279), (47.66300210435069, -122.31635976713959), (47.663004845923965, -122.31635973209637), (47.663007587470325, -122.3163596991305), (47.663010328341855, -122.31635966406733), (47.66301306990177, -122.31635963006282), (47.66301581146153, -122.31635959605835), (47.66301855300776, -122.31635956309248), (47.66302129386588, -122.31635952906797), (47.66302403541221, -122.31635949610217), (47.66302677695843, -122.31635946313627), (47.663029518477614, -122.31635943224785), (47.663032260037475, -122.31635939824336), (47.66303500088204, -122.3163593652575), (47.66303774242833, -122.31635933229158), (47.66304048396108, -122.31635930036444), (47.6630432254938, -122.3163592684373), (47.663045966324894, -122.31635923649013), (47.66304870855936, -122.316359204583), (47.66305144939037, -122.3163591726358), (47.66305419093668, -122.31635913966988), (47.66305693246939, -122.31635910774271), (47.66305967400216, -122.31635907581554), (47.66306241553499, -122.31635904388838), (47.663065157067685, -122.31635901196121), (47.663067897912256, -122.31635897897525), (47.663070639458596, -122.31635894600934), (47.66307338099138, -122.31635891408217), (47.663076122537596, -122.31635888111634), (47.66307886408391, -122.3163588481504), (47.66308160492839, -122.31635881516446), (47.66308434647473, -122.31635878219862), (47.66308708803448, -122.31635874819393), (47.6630898295943, -122.3163587141894), (47.66309257043878, -122.3163586812034), (47.663095311998646, -122.31635864719884), (47.66309805357192, -122.31635861215551), (47.663100795145276, -122.31635857711215), (47.66310353600348, -122.31635854308757), (47.66310627759018, -122.31635850700557), (47.663109019163535, -122.31635847196223), (47.66311177753378, -122.31635854858004)]"
